topic,category,rank,paper_key,short_citation,title,authors,year,venue,paper_type,role_in_topic,source_or_lookup_url,confidence,notes
bipolar disorder,phenotype,3,Woo_Biomarkers_2017,Woo et al. (2017),Building better biomarkers: brain models in translational neuroimaging,Woo et al.,2017,Nature Neuroscience,biomarker validation framework,"validation, caveat, or task template",https://doi.org/10.1038/nn.4478,high,
bipolar disorder,phenotype,4,Varoquaux_CV_2018,Varoquaux (2018),Cross-validation failure: small sample sizes lead to large error bars,Varoquaux,2018,NeuroImage,ML validation / sample size,robustness / evaluation / cross-topic bridge,https://doi.org/10.1016/j.neuroimage.2017.06.061,high,
bipolar disorder,phenotype,5,Dadi_2019,Dadi et al. (2019),Benchmarking functional connectome-based predictive models for resting-state fMRI,Dadi et al.,2019,NeuroImage,benchmark / predictive connectomics,additional pipeline/dataset/reference,https://doi.org/10.1016/j.neuroimage.2019.02.062,medium,
bipolar disorder,phenotype,6,Wolfers_2021,Wolfers et al. (2021),Replicating extensive brain structural heterogeneity in individuals with schizophrenia and bipolar disorder,Wolfers et al.,2021,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25386,medium,auto 2020+; verify
bipolar disorder,phenotype,7,Han_2020_2,Han et al. (2020),Resting state functional network switching rate is differently altered in bipolar disorder and major depressive disorder,Han et al.,2020,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25017,medium,auto 2020+; verify
bipolar disorder,phenotype,8,Madeira_2020,Madeira et al. (2020),Morphometry and gyrification in bipolar disorder and schizophrenia: A comparative MRI study,Madeira et al.,2020,NeuroImage Clinical,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.nicl.2020.102220,medium,auto 2020+; verify
brain age,phenotype,1,Marquand_Normative_2016,Marquand et al. (2016),Understanding heterogeneity in clinical cohorts using normative models: beyond case-control studies,Marquand et al.,2016,Biological Psychiatry,normative modeling,primary anchor / canonical method or dataset,https://doi.org/10.1016/j.biopsych.2015.12.023,medium,
brain age,phenotype,2,Bethlehem_BrainCharts_2022,Bethlehem et al. (2022),Brain charts for the human lifespan,Bethlehem et al.,2022,Nature,normative lifespan modeling,"pipeline, benchmark, or second anchor",https://doi.org/10.1038/s41586-022-04554-y,high,
brain age,phenotype,3,Cole_BrainAge_2017,Cole & Franke (2017),Predicting age using neuroimaging: innovative brain ageing biomarkers,Cole & Franke,2017,Trends in Neurosciences,brain age / biomarker,"validation, caveat, or task template",https://doi.org/10.1016/j.tins.2017.10.001,high,
brain age,phenotype,4,Marek_BWAS_2022,Marek et al. (2022),Reproducible brain-wide association studies require thousands of individuals,Marek et al.,2022,Nature,sample size / BWAS,robustness / evaluation / cross-topic bridge,https://doi.org/10.1038/s41586-022-04492-9,high,
brain age,phenotype,5,Woo_Biomarkers_2017,Woo et al. (2017),Building better biomarkers: brain models in translational neuroimaging,Woo et al.,2017,Nature Neuroscience,biomarker validation framework,additional pipeline/dataset/reference,https://doi.org/10.1038/nn.4478,medium,
brain age,phenotype,6,Anatrk_2020,Anatrk et al. (2020),Prediction of brain age and cognitive age: Quantifying brain and cognitive maintenance in aging,Anatrk et al.,2020,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25316,medium,auto 2020+; verify
brain atlas,organization,1,Yeo_2011,Yeo et al. (2011),The organization of the human cerebral cortex estimated by intrinsic functional connectivity,Yeo et al.,2011,Journal of Neurophysiology,network atlas / parcellation,primary anchor / canonical method or dataset,https://doi.org/10.1152/jn.00338.2011,high,
brain atlas,organization,2,Power_2011,Power et al. (2011),Functional network organization of the human brain,Power et al.,2011,Neuron,network atlas / graph construction,"pipeline, benchmark, or second anchor",https://doi.org/10.1016/j.neuron.2011.09.006,high,
brain atlas,organization,3,Schaefer_2018,Schaefer et al. (2018),Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI,Schaefer et al.,2018,Cerebral Cortex,cortical parcellation,"validation, caveat, or task template",https://doi.org/10.1093/cercor/bhx179,high,
brain atlas,organization,4,Glasser_2016,Glasser et al. (2016),A multi-modal parcellation of human cerebral cortex,Glasser et al.,2016,Nature,multimodal atlas / parcellation,robustness / evaluation / cross-topic bridge,https://doi.org/10.1038/nature18933,high,
brain atlas,organization,5,Dale_Surface_1999,Dale et al. (1999),Cortical surface-based analysis I: Segmentation and surface reconstruction,Dale et al.,1999,NeuroImage,surface reconstruction,additional pipeline/dataset/reference,https://doi.org/10.1006/nimg.1998.0395,medium,
brain atlas,organization,6,Hiscox_2020,Hiscox et al. (2020),Standard‐space atlas of the viscoelastic properties of the human brain,Hiscox et al.,2020,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25192,medium,auto 2020+; verify
brain atlas,organization,7,Capilla_2022,Capilla et al. (2022),The natural frequencies of the resting human brain: An MEG-based atlas,Capilla et al.,2022,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2022.119373,medium,auto 2020+; verify
brain atlas,organization,8,Chen_2022,Chen et al. (2022),A 4D infant brain volumetric atlas based on the UNC/UMN baby connectome project (BCP) cohort,Chen et al.,2022,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2022.119097,medium,auto 2020+; verify
brain tumor,phenotype,1,Menze_BraTS_2015,Menze et al. (2015),The Multimodal Brain Tumor Image Segmentation Benchmark (BRATS),Menze et al.,2015,IEEE Transactions on Medical Imaging,benchmark / segmentation,primary anchor / canonical method or dataset,https://doi.org/10.1109/TMI.2014.2377694,high,
brain tumor,phenotype,2,Fischl_FreeSurfer_2012,Fischl (2012),FreeSurfer,Fischl,2012,NeuroImage,software suite / anatomical pipeline,"pipeline, benchmark, or second anchor",https://doi.org/10.1016/j.neuroimage.2012.01.021,high,
brain tumor,phenotype,3,Avants_ANTs_2011,Avants et al. (2011),A reproducible evaluation of ANTs similarity metric performance in brain image registration,Avants et al.,2011,NeuroImage,registration / ANTs,"validation, caveat, or task template",https://doi.org/10.1016/j.neuroimage.2010.09.025,high,
brain tumor,phenotype,4,Haufe_2014,Haufe et al. (2014),On the interpretation of weight vectors of linear models in multivariate neuroimaging,Haufe et al.,2014,NeuroImage,model interpretability,robustness / evaluation / cross-topic bridge,https://doi.org/10.1016/j.neuroimage.2013.10.067,high,
brain tumor,phenotype,5,BIDS_2016,Gorgolewski et al. (2016),"The Brain Imaging Data Structure, a format for organizing and describing outputs of neuroimaging experiments",Gorgolewski et al.,2016,Scientific Data,standard / data organization,additional pipeline/dataset/reference,https://doi.org/10.1038/sdata.2016.44,medium,
brain tumor,phenotype,6,Aerts_2020,Aerts et al. (2020),Modeling brain dynamics after tumor resection using The Virtual Brain,Aerts et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.116738,medium,auto 2020+; verify
brain tumor,phenotype,7,Krishnan_2024,Krishnan et al. (2024),Enhancing brain tumor detection in MRI with a rotation invariant Vision Transformer,Krishnan et al.,2024,Frontiers in Neuroinformatics,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.3389/fninf.2024.1414925,medium,auto 2020+; verify
brain tumor,phenotype,8,Wu_2021,Wu et al. (2021),Fast and equilibrium CEST imaging of brain tumor patients at 3T,Wu et al.,2021,NeuroImage Clinical,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.nicl.2021.102890,medium,auto 2020+; verify
brain-wide association,inference,1,Marek_BWAS_2022,Marek et al. (2022),Reproducible brain-wide association studies require thousands of individuals,Marek et al.,2022,Nature,sample size / BWAS,primary anchor / canonical method or dataset,https://doi.org/10.1038/s41586-022-04492-9,high,
brain-wide association,inference,2,Button_Power_2013,Button et al. (2013),Power failure: why small sample size undermines the reliability of neuroscience,Button et al.,2013,Nature Reviews Neuroscience,statistical power,"pipeline, benchmark, or second anchor",https://doi.org/10.1038/nrn3475,high,
brain-wide association,inference,3,Varoquaux_CV_2018,Varoquaux (2018),Cross-validation failure: small sample sizes lead to large error bars,Varoquaux,2018,NeuroImage,ML validation / sample size,"validation, caveat, or task template",https://doi.org/10.1016/j.neuroimage.2017.06.061,high,
brain-wide association,inference,4,BotvinikNezer_2020,Botvinik-Nezer et al. (2020),Variability in the analysis of a single neuroimaging dataset by many teams,Botvinik-Nezer et al.,2020,Nature,many-analyst benchmark,robustness / evaluation / cross-topic bridge,https://doi.org/10.1038/s41586-020-2314-9,high,
brain-wide association,inference,5,Carp_2012,Carp (2012),On the plurality of methodological worlds: estimating the analytic flexibility of fMRI experiments,Carp,2012,Frontiers in Neuroscience,analytic flexibility,additional pipeline/dataset/reference,https://doi.org/10.3389/fnins.2012.00149,medium,
brain-wide association,inference,6,Larivire_2022,Larivire et al. (2022),BrainStat: A toolbox for brain-wide statistics and multimodal feature associations,Larivire et al.,2022,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2022.119807,medium,auto 2020+; verify
brain-wide association,inference,7,Frtjes_2023,Frtjes et al. (2023),General dimensions of human brain morphometry inferred from genome‐wide association data,Frtjes et al.,2023,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.26283,medium,auto 2020+; verify
brain-wide association,inference,8,Korbmacher_2023,Korbmacher et al. (2023),Brain‐wide associations between white matter and age highlight the role of fornix microstructure in brain ageing,Korbmacher et al.,2023,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.26333,medium,auto 2020+; verify
cerebellum,organization,1,Buckner_Cerebellum_2011,Buckner et al. (2011),The organization of the human cerebellum estimated by intrinsic functional connectivity,Buckner et al.,2011,Journal of Neurophysiology,cerebellar networks / fcMRI,primary anchor / canonical method or dataset,https://doi.org/10.1152/jn.00339.2011,high,
cerebellum,organization,2,King_Cerebellum_2019,King et al. (2019),Functional boundaries in the human cerebellum revealed by a multi-domain task battery,King et al.,2019,Nature Neuroscience,cerebellar parcellation,"pipeline, benchmark, or second anchor",https://doi.org/10.1038/s41593-019-0436-x,medium,
cerebellum,organization,3,Yeo_2011,Yeo et al. (2011),The organization of the human cerebral cortex estimated by intrinsic functional connectivity,Yeo et al.,2011,Journal of Neurophysiology,network atlas / parcellation,"validation, caveat, or task template",https://doi.org/10.1152/jn.00338.2011,high,
cerebellum,organization,4,Schaefer_2018,Schaefer et al. (2018),Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI,Schaefer et al.,2018,Cerebral Cortex,cortical parcellation,robustness / evaluation / cross-topic bridge,https://doi.org/10.1093/cercor/bhx179,high,
cerebellum,organization,5,Glasser_2016,Glasser et al. (2016),A multi-modal parcellation of human cerebral cortex,Glasser et al.,2016,Nature,multimodal atlas / parcellation,additional pipeline/dataset/reference,https://doi.org/10.1038/nature18933,medium,
cerebellum,organization,6,Han_2020,Han et al. (2020),Automatic cerebellum anatomical parcellation using U-Net with locally constrained optimization,Han et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.116819,medium,auto 2020+; verify
cerebellum,organization,7,Boillat_2020,Boillat et al. (2020),Whole-body somatotopic maps in the cerebellum revealed with 7T fMRI,Boillat et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.116624,medium,auto 2020+; verify
cerebellum,organization,8,Faber_2022,Faber et al. (2022),CerebNet: A fast and reliable deep-learning pipeline for detailed cerebellum sub-segmentation,Faber et al.,2022,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2022.119703,medium,auto 2020+; verify
classification,inference,1,Abraham_Nilearn_2014,Abraham et al. (2014),Machine learning for neuroimaging with scikit-learn,Abraham et al.,2014,Frontiers in Neuroinformatics,software / ML pipeline,primary anchor / canonical method or dataset,https://doi.org/10.3389/fninf.2014.00014,high,
classification,inference,2,Varoquaux_CV_2018,Varoquaux (2018),Cross-validation failure: small sample sizes lead to large error bars,Varoquaux,2018,NeuroImage,ML validation / sample size,"pipeline, benchmark, or second anchor",https://doi.org/10.1016/j.neuroimage.2017.06.061,high,
classification,inference,3,Haufe_2014,Haufe et al. (2014),On the interpretation of weight vectors of linear models in multivariate neuroimaging,Haufe et al.,2014,NeuroImage,model interpretability,"validation, caveat, or task template",https://doi.org/10.1016/j.neuroimage.2013.10.067,high,
classification,inference,4,Arbabshirani_2017,Arbabshirani et al. (2017),Single subject prediction of brain disorders in neuroimaging: promises and pitfalls,Arbabshirani et al.,2017,NeuroImage,clinical prediction / pitfalls,robustness / evaluation / cross-topic bridge,https://doi.org/10.1016/j.neuroimage.2016.02.079,medium,
classification,inference,5,Woo_Biomarkers_2017,Woo et al. (2017),Building better biomarkers: brain models in translational neuroimaging,Woo et al.,2017,Nature Neuroscience,biomarker validation framework,additional pipeline/dataset/reference,https://doi.org/10.1038/nn.4478,medium,
classification,inference,6,Liu_2023,Liu et al. (2023),Cascaded Multi-Modal Mixing Transformers for Alzheimer’s Disease Classification with Incomplete Data,Liu et al.,2023,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2023.120267,medium,auto 2020+; verify
